IAM,Year,Country,Project,ID,IAM ID,Filer(s),Environmental Category,Project Company,Project Number,Related Project Number,Project Type,Financial Institution,Project Loan Amount,Sector,Issues,Complaint Status,Filing Date,Registration Start Date,Registration End Date,Eligibility Start Date,Eligibility End Date,Dispute Resolution Start Date,Dispute Resolution End Date,Compliance Review Start Date,Compliance Review End Date,Monitoring Start Date,Monitoring End Date,Compliance Report Issued?,Date Closed,Documents,Hyperlink,Project Date,Project Status,Project Description
CAO,2002,Chile,Empresa Electrica Pangue S.A.,93,21,,A,Empresa Electrica Pangue S.A.,2067,,Infrastructure,IFC,2.5% (Equity Interest) & $170 million (Loan),Utilities,,Closed,"July 01, 2002","July 01, 2002",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=93,,,
CAO,2011,Colombia,Avianca,182,21,,B,Aerovias del Continente Americano S.A. (Avianca),25899,,Infrastructure,IFC,$ 50 million corporate loan,Transportation,"Labor standards, rights of free association, due diligence",Closed,"November 14, 2011","November 14, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=182,,,
CAO,2012,Colombia,Eco Oro,187,21,,B,Eco Oro Minerals Corp,27961,,Extractive Industries,IFC,US$9.6 million,Mining,"Water quality and quantity, environmental degradation, project due diligence, community consultation and information disclosure",Open - Compliance,"June 13, 2012","June 13, 2012",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=187,,,
CAO,2013,Colombia,Alqueria,201,21,,B,Alqueria,28492,,Global Manufacturing & Services,IFC,$15 million A loan and $5 million equity,Agribusiness,"Environmental pollution (water, soil, noise and air)",Open - Ombudsman,"April 11, 2013","April 11, 2013",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=201,,,
CAO,2009,Colombia,TCBuen,154,21,,A,Terminal De Contenedores De Buenaventura,28479,,Infrastructure,IFC,"$25 mil A loan, $117 mil B Loan, $15 mil C Loan",Transportation and Warehousing,"Minority rights, community consultation and participation, cultural heritage, disclosure of information.",Closed,"December 09, 2009","December 09, 2009",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=154,,,
CAO,2016,Costa Rica,Reventazon HPP,250,21,,A,Fideicomiso Uno P.H. Reventazon /I.C.E./ Scotiaban,31383,,Infrastructure,IFC,US$100 million A loan,Large Hydro - Renewable Energy Generation,"Biodiversity, natural habitats, environment, land acquisition",Open - Compliance,"September 13, 2016","September 13, 2016",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=250,,,
CAO,2016,Costa Rica,Reventazon HPP,253,21,,A,Fideicomiso Uno P.H. Reventazon /I.C.E./ Scotiaban,31383,,Infrastructure,IFC,US$100 million A loan,Large Hydro - Renewable Energy Generation,"Lack of compensation for land acquisition, loss of livelihood, biodiversity, environment",Open - Compliance,"December 20, 2016","December 20, 2016",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=253,,,
CAO,2008,Ecuador,International Water Services Guayaquil Interagua C. Ltda.,84,21,,,International Water Services (Guayaquil) B.V.,3901,,,MIGA,$18 million (Guarantee),Water and Wastewater,,Closed,"January 01, 2008","January 01, 2008",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=84,,,
CAO,2010,Ecuador,Pronaca 26535 &,161,21,,B,Procesadora Nacional de Alimentos C.A. - PRONACA,21901,,Agribusiness,IFC,$20 mil A loan; $10 mil A loan and $20 mil C loan,Food & Beverages,"Air, soil, & water pollution; community health & safety; EIAs and environmental licenses; biodiversity",Closed,"December 08, 2010","December 08, 2010",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=161,,,
CAO,2010,Ecuador,Pronaca Expansion 26535 &,163,21,,B,Procesadora Nacional de Alimentos C.A. - PRONACA,21901,,Agribusiness,IFC,Dos préstamos A $30 mill y un préstamo C $20 mill,Food & Beverages,"Contaminación de aire, suelo, y agua; salud y seguridad de la comunidad; EIAs (Evaluación de Impactos Ambientales) y licencias ambientales; biodiversidad",Closed,"December 08, 2010","December 08, 2010",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=163,,,
CAO,2015,Guatemala,CIFI,241,21,,FI,Corporacion Interamericana para el Financiamiento,26031,,Global Financial Markets,IFC,$20 million A loan & $10 million equity investment,Infrastructure,"Community health & safety, information disclosure & consultation, indigenous people, cultural heritage",Open - Compliance,"July 15, 2015","July 15, 2015",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=241,,,
CAO,2014,Guatemala,Real LRIF,227,21,,FI1,"Latin Renewables Infrastructure Fund, L.P.",31458,,Private Equity & Investment Funds,IFC,US $15 million equity investment,Power,"Impacts on water, livelihood, indigenous peoples, lack of information and consultation, social and environmental due diligence",Open - Compliance,"October 29, 2014","October 29, 2014",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=227,,,
CAO,2014,Guatemala,TCQ,219,21,,B,Terminal de Contenedores Quetzal S.A. (TCQ),32763,,Infrastructure,IFC,A Loan of $35 million and a $9.7 million equity in,Port and Harbor Operations,"Violation of national law, consultation, EIA, labor concerns",Closed,"March 20, 2014","March 20, 2014",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=219,,,
CAO,2005,Guatemala,Marlin,95,21,,A,Montana Exploradora de Guatemala S.A.,21766,,"Oil, Gas, Mining, & Chemicals",IFC,$45 million,"Oil, Gas and Mining",,Closed,"January 01, 2005","January 01, 2005",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=95,,,
CAO,2013,Honduras,CAMIF,208,21,,FI,Central American Mezzanine Infrastructure Fund LP,26590,,Infrastructure,IFC,$40 million,XX - Other,"Indigenous Peoples rights, human rights protection, and environmental sustainability",Closed,"October 09, 2013","October 09, 2013",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=208,,,
CAO,2014,Honduras,"Banco Financiera Comercial Hondurena 26394,",231,21,,FI,Banco Financiera Comercial Hondurena,29257,,Financial Markets,IFC,"$20m, $70.1m",Banking,"Land conflict, security concerns, environmental pollution",Closed,"July 25, 2014","July 25, 2014",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=231,,,
CAO,2012,Honduras,Dinant,188,21,,B,Corporación Dinant,27250,,Agribusiness,IFC,US$30m (A loan),Agribusiness,"Evictions, security concerns, project due diligence",Open - Compliance,"April 17, 2012","April 17, 2012",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=188,,,
CAO,2014,Honduras,Dinant,224,21,,B,Corporación Dinant,27250,,Agribusiness,IFC,US$30m (A loan),Agribusiness,"Evictions, land conflict, security concerns",Open - Compliance,"July 25, 2014","July 25, 2014",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=224,,,
CAO,2014,Honduras,Dinant,223,21,,B,Corporación Dinant,27250,,Agribusiness,IFC,US$30m (A loan),Agribusiness,"Evictions, land conflict, security concerns",Open - Compliance,"July 25, 2014","July 25, 2014",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=223,,,
CAO,2013,Honduras,"Ficohsa 26394, 27341,",209,21,,FI,Banco Financiera Comercial Hondureña S.A.,29257,,Global Financial Markets,IFC,"$20m, $35m, $70.1m",Banking,,Open - Compliance,"August 21, 2013","August 21, 2013",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=209,,,
CAO,2015,Honduras,"Ficohsa 26394, 27341,",243,21,,FI,Banco Financiera Comercial Hondureña S.A.,29257,,Global Financial Markets,IFC,"$20m, $35m, $70.1m",Banking,"Land grabbing, displacement, environmental degradation, lack of economic benefits",Open - Compliance,"October 09, 2015","October 09, 2015",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=243,,,
CAO,2011,Mexico,Harmon Hall,183,21,,B,"Harmon Hall Holding, S.A. de C.V.",29753,,Health & Education,IFC,$7.9 million equity,XX - Other,"Compensation, fair treatment, intimidation, management systems",Closed,"December 02, 2011","December 02, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=183,,,
CAO,2013,Mexico,Harmon Hall,207,21,,B,"Harmon Hall Holding, S.A. de C.V.",29753,,Health & Education,IFC,$7.9 million equity,XX - Other,"Fair treatment, compensation",Closed,"September 06, 2013","September 06, 2013",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=207,,,
CAO,2013,Mexico,Harmon Hall,210,21,,B,"Harmon Hall Holding, S.A. de C.V.",29753,,Health & Education,IFC,$7.9 million equity,XX - Other,"Unfair treatment, lack of management engagement, poor management systems and withheld benefits",Closed,"October 14, 2013","October 14, 2013",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=210,,,
CAO,2014,Mexico,Harmon Hall,217,21,,B,"Harmon Hall Holding, S.A. de C.V.",29753,,Health & Education,IFC,$7.9 million equity,XX - Other,"Withheld benefits, compensation",Closed,"March 14, 2014","March 14, 2014",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=217,,,
CAO,2014,Mexico,Harmon Hall,215,21,,B,"Harmon Hall Holding, S.A. de C.V.",29753,,Health & Education,IFC,$7.9 million equity,XX - Other,"Unjust dismissal, unfair treatment and withheld benefits",Closed,"March 04, 2014","March 04, 2014",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=215,,,
CAO,2008,Nicaragua,Nicaragua Sugar Estates Limited S.A.,82,21,,B,Nicaragua Sugar Estates Limited,25331,,Agribusiness,IFC,$25 million (A Loan) & $30 million (B Loan),Agriculture and Forestry,,Closed,"March 01, 2008","March 01, 2008",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=82,,,
CAO,2015,Nicaragua,Ingenio Montelimar,242,21,,A,Corporacion Montelimar SA,32253,,Global Manufacturing & Services,IFC,$15 million A loan,Agribusiness,"Community health & safety, environmental pollution, land tenure, and information disclosure",Open - Ombudsman,"October 01, 2015","October 01, 2015",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=242,,,
CAO,2011,Panama,Panama Canal Expansion,174,21,,A,La Autoridad del Canal de Panama,26665,,Infrastructure,IFC,$500 million A Loan,Transportation,"Community health and safety, and relocation; impacts to the marine ecology and water sources",Closed,"May 13, 2011","May 13, 2011",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=174,,,
CAO,2010,Panama,Pando Montelirio,156,21,,A,Electron Investment S.A.,27975,,Infrastructure,IFC,"$25 mil A Loan, $15 mil C Loan, $5 mil IFC swap",Power,"Consultation, cumulative impact assessment; water",Closed,"January 27, 2010","January 27, 2010",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=156,,,
CAO,2010,Peru,Maple Energy,157,21,,B,Maple Energy Plc,26110,,"Oil, Gas, Mining, & Chemicals",IFC,Up to $10 million equity,"Oil, Gas and Mining",Impacts to community health and the environment,Closed,"April 06, 2010","April 06, 2010",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=157,,,
CAO,2011,Peru,Quellaveco,185,21,,B,Anglo American Quellaveco S.A.,3823,,"Oil, Gas, Mining, & Chemicals",IFC,$60 million equity (currently divested),Mining,"Water quality and quantity, pollution control, community health & safety, EIA, community consultation and information disclosure",Closed,"November 26, 2011","November 26, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=185,,,
CAO,2009,Peru,Sociedad Agricola Drokasa S.A. 26821 (withdrawn by,139,21,,B,Sociedad Agricola Drokasa S.A.,client),,Agribusiness,IFC,Up to $10 million (withdrawn by client),Agriculture and Forestry,"Depletion of Ica aquifer, water quality, drilling throughout the valley, licensing of wells and water transfer projects, disclosure of information.",Closed,"June 02, 2009","June 02, 2009",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=139,,,
CAO,2008,Peru,Compania Minera Antamina,109,21,,,"EDC, Teck Corp, Rio Algom Ltd and Noranda Inc.",732,,,MIGA,$67.5 million,Mining,,Closed,"June 01, 2008","June 01, 2008",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=109,,,
CAO,2012,Peru,Yanacocha,193,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Land compensation and land rights,Closed,"November 22, 2012","November 22, 2012",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=193,,,
CAO,2013,Peru,Yanacocha,204,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Land compensation and land rights,Closed,"June 07, 2013","June 07, 2013",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=204,,,
CAO,2014,Peru,Yanacocha,216,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Labor concerns,Closed,"February 06, 2014","February 06, 2014",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=216,,,
CAO,2014,Peru,Yanacocha,220,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Land acquisition and compensation,Closed,"March 10, 2014","March 10, 2014",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=220,,,
CAO,2017,Peru,Yanacocha,1257,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Occupational health and safety and information disclosure,Open - Compliance,"January 27, 2017","January 27, 2017",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1257,,,
CAO,2017,Peru,Yanacocha,1258,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Occupational health and safety and health impacts,Open - Compliance,"May 10, 2017","May 10, 2017",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1258,,,
CAO,2017,Peru,Yanacocha,1268,21,,A,Minera Yanacocha S.A.,2983,,"Oil, Gas, Mining, & Chemicals",IFC,5% equity stake,Mining,Community health and environmental pollution,Open - Compliance,"December 06, 2017","December 06, 2017",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1268,,,
CAO,2005,Peru,Compania Minera Antamina,108,21,,,"EDC, Teck Corp, Rio Algom Ltd and Noranda Inc.",732,,,MIGA,$67.5 million,Mining,,Closed,"May 01, 2005","May 01, 2005",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=108,,,
CAO,2000,Peru,Yanacocha III,110,21,,A,Minera Yanacocha S.A.,4449,,"Oil, Gas, Mining, & Chemicals",IFC,$20 million (A Loan) & $40 million (B Loan),"Oil, Gas and Mining",,Closed,"July 01, 2000","July 01, 2000",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=110,,,
CAO,2001,Peru,Yanacocha III,111,21,,A,Minera Yanacocha S.A.,4449,,"Oil, Gas, Mining, & Chemicals",IFC,$20 million (A Loan) & $40 million (B Loan),"Oil, Gas and Mining",,Closed,"March 01, 2001","March 01, 2001",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=111,,,
CAO,2006,Peru,Yanacocha III,112,21,,A,Minera Yanacocha S.A.,4449,,"Oil, Gas, Mining, & Chemicals",IFC,$20 million (A Loan) & $40 million (B Loan),"Oil, Gas and Mining",,Closed,"March 01, 2006","March 01, 2006",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=112,,,
CAO,2000,Peru,Compania Minera Antamina,107,21,,,"EDC, Teck Corp, Rio Algom Ltd and Noranda Inc.",732,,,MIGA,$67.5 million,Mining,,Closed,"September 01, 2000","September 01, 2000",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=107,,,
CAO,2005,Uruguay,Celulosas de M'Bopicua,117,21,,A,Empresa Nacional Celulosa Espana,23681,,Global Manufacturing & Services,IFC,$50 million (A Loan) & $150 million (B Loan),Pulp & Paper,,Closed,"September 01, 2005","September 01, 2005",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=117,,,
CAO,2009,Uruguay,Orion,152,21,,A,Botnia S.A.,23817,,Global Manufacturing & Services,IFC,up to $200 million in A & B loans,Pulp & Paper,,Closed,"August 05, 2009","August 05, 2009",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=152,,,
CAO,2015,Egypt,Alex Dev Ltd,234,21,,B,Alexandria Development Limited (ADL),27022,,Global Manufacturing & Services,IFC,80 million euros,Manufacturing,"Pollution, community health and safety, labor issues, compliance with national legislation and IFC standards, EIA, consultation and information disclosure",Open - Compliance,"April 09, 2015","April 09, 2015",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=234,,,
CAO,2017,Egypt,Alex Dev Ltd,1260,21,,B,Alexandria Development Limited (ADL),27022,,Global Manufacturing & Services,IFC,80 million euros,Manufacturing,"Labor issues, compliance with national law and IFC standards",Open - Compliance,"May 10, 2017","May 10, 2017",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1260,,,
CAO,2017,Egypt,Alex Dev Ltd,1256,21,,B,Alexandria Development Limited (ADL),27022,,Global Manufacturing & Services,IFC,80 million euros,Manufacturing,"Labor issues, occupational health and safety, compliance with national legislation and IFC standards",Open - Ombudsman,"February 13, 2017","February 13, 2017",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1256,,,
CAO,2016,Egypt,Egyptian Indian Polyester Company – Sokhna,1254,21,,B,Egyptian Indian Polyester Company SAE,28878,,Global Manufacturing & Services,IFC,$35 million A Loan,Plastics & Rubber,Labor - severance,Closed,"October 27, 2016","October 27, 2016",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1254,,,
CAO,2017,Egypt,Egyptian Indian Polyester Company – Sokhna,1264,21,,B,Egyptian Indian Polyester Company SAE,28878,,Global Manufacturing & Services,IFC,$35 million A Loan,Plastics & Rubber,Labor- unpaid wages,Open - Ombudsman,"August 20, 2017","August 20, 2017",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1264,,,
CAO,2001,Jordan,Jordan Gateway Projects Co.,103,21,,A,Jordan Gateway Projects Co.,10112,,Global Manufacturing & Services,IFC,$10 million (Loan),Construction and Real Estate,,Closed,"January 01, 2001","January 01, 2001",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=103,,,
CAO,2016,Morocco,Zalagh,244,21,,B,ZALAR HOLDING SA,32390,,Global Manufacturing & Services,IFC,Equity US $24 million,Poultry Farming,"Pollution, community health and safety",Open - Ombudsman,"March 21, 2016","March 21, 2016",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=244,,,
CAO,2016,Bangladesh,United Ashuganj Energy Ltd,249,21,,A,United Ashuganj Energy Ltd,33479,,Infrastructure,IFC,Debt US $20.5 million,Gas- thermal power generation,"Noise and air pollution, community health and safety",Closed,"May 26, 2016","May 26, 2016",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=249,,,
CAO,2011,India,India Infrastructure Fund,165,21,,FI,India Infrastructure Fund,26237,,Global Financial Markets,IFC,$100m equity investment,Finance & Insurance,"Transparency, community engagement, human rights protection, and environmental sustainability",Open - Compliance,"April 15, 2011","April 15, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=165,,,
CAO,2014,India,Lafarge Surma Cement,211,21,,A,Lafarge Surma Cement Limited,8035,,Manufacturing & Services,IFC,Loans totaling $50 million plus $10 million equity,Construction and Real Estate,"Land, Indigenous people",Closed,"January 06, 2014","January 06, 2014",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=211,,,
CAO,2008,"Chile, India, Nepal, The Philippines",AD Hydro Power Ltd 11632; Ambuklao-Binga 26996; Magat Hydro 26041; La Confluencia 25472; La Higuera 21315; Norvind S.A. 26207; Himal Power Ltd,162,21,,A and B,SN Power Group,1297,,Infrastructure,IFC and MIGA,,Power,Health and safety issues,Closed,"December 01, 2008","December 01, 2008",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=162,,,
CAO,2012,India,Tata Tea,192,21,,B,Amalgamated Plantations Private Limited (APPL),25074,,Agribusiness,IFC,$7.87m Equity,Agribusiness,"Labor issues and worker health, safety, and security",Open - Compliance,"May 01, 2012","May 01, 2012",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=192,,,
CAO,2013,India,Tata Tea,195,21,,B,Amalgamated Plantations Private Limited (APPL),25074,,Agribusiness,IFC,$7.87m Equity,Agribusiness,Labor and working conditions,Open - Compliance,"February 02, 2013","February 02, 2013",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=195,,,
CAO,2011,India,Tata Ultra Mega,171,21,,A,Coastal Gujarat Power Limited,25797,,Infrastructure,IFC,$450 mil A loan,Power,"Displacement, impacts to water quality and fish populations, community health/air emissions, and natural habitats",Open - Compliance,"June 14, 2011","June 14, 2011",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=171,,,
CAO,2016,India,Tata Ultra Mega,245,21,,A,Coastal Gujarat Power Limited,25797,,Infrastructure,IFC,$450 mil A loan,Power,"Access to water resources, loss of livelihoods, impacts to fish and natural habitats, and use of security forces.",Open - Compliance,"April 27, 2016","April 27, 2016",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=245,,,
CAO,2012,India,"Kerala Port, Vizhinjam",189,21,,N/A,Vizhinjam International Seaport Limited (VISL),28991,,,IFC,N/A,Port and Harbor Operations,"Access to water, project due diligence, loss of livelihood, possible displacement of local community members, inadequate compensation",Open - Compliance,"August 21, 2012","August 21, 2012",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=189,,,
CAO,2012,India,"Kerala Port, Vizhinjam",190,21,,N/A,Vizhinjam International Seaport Limited (VISL),28991,,,IFC,N/A,Port and Harbor Operations,"Impacts to marine biodiversity, loss of livelihood, possible displacement of local fishing community members, project benefits",Open - Compliance,"September 23, 2012","September 23, 2012",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=190,,,
CAO,2013,India,"Kerala Port, Vizhinjam",200,21,,N/A,Vizhinjam International Seaport Limited (VISL),28991,,,IFC,N/A,Port and Harbor Operations,Access to water and impact on farmlands,Open - Compliance,"April 12, 2013","April 12, 2013",,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=200,,,
CAO,2004,India,AD Hydro Power Limited,75,21,,A,AD Hydro Power Limited,11632,,Infrastructure,IFC,$45 million ( A + C loan),Utilities,,Closed,"October 01, 2004","October 01, 2004",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=75,,,
CAO,2006,India,Atul Ltd,97,21,,B,Atul Limited,20509,,"Oil, Gas, Mining, & Chemicals",IFC,$7.5 million (Equity) & $15 million (A loan),Chemicals,,Closed,"June 01, 2006","June 01, 2006",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=97,,,
CAO,2002,India,Chemplast,96,21,,A,Chemplast Sanmar Limited,10492,,"Oil, Gas, Mining, & Chemicals",IFC,$10 million (Equity) & $20 million (A loan),Chemicals,,Closed,"June 01, 2002","June 01, 2002",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=96,,,
CAO,2006,India,Mahindra Farm Services,99,21,,B,Mahindra Shubhlabh Services Limited,11230,,Agribusiness,IFC,$2.2 million (Equity),Agriculture and Forestry,,Closed,"October 23, 2006","October 23, 2006",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=99,,,
CAO,2007,India,Ramky Infrastructure,100,21,,B,Ramky Infrastructure Ltd.,23966,,Infrastructure,IFC,$3 million (Equity),Construction and Real Estate,,Closed,"October 19, 2007","October 19, 2007",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=100,,,
CAO,2015,Pakistan,Bank Alfalah,236,21,,FI2,Bank Alfalah Limited,34773,,Financial Markets,IFC,$65.4 million equity investment,Commercial Banking,"Discrimination, labor concerns",Closed,"May 06, 2015","May 06, 2015",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=236,,,
CAO,2009,Sri Lanka,Rainforest Ecolodge Linkages,151,21,,n/a,Rainforest Ecolodge Company (REC),547845,,,IFC,"$119,706",Other (for Non-Investment Projects),,Closed,"August 20, 2009","August 20, 2009",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=151,,,
CAO,2004,Botswana,Kalahari Diamond,90,21,,B,Kalahari Diamond Resources PLC,20426,,"Oil, Gas, Mining, & Chemicals",IFC,$2 million (Equity),"Oil, Gas and Mining",,Closed,"November 01, 2004","November 01, 2004",,,Completed,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=90,,,
CAO,2011,Cameroon,Chad-Cameroon Pipeline,168,21,,A,Cameroon Oil Transportation Company - COTCO,11124,,"Oil, Gas, Mining, & Chemicals",IFC,$100 million A loan and $100 million B loan,Oil and Gas,"Compensation, loss of livelihoods, waste management, community health & safety, and impacts to Indigenous communities.",Open - Ombudsman,"May 16, 2011","May 16, 2011",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=168,,,
CAO,2013,Cameroon,AES Sonel,198,21,,B,AES Sonel,11579,,Infrastructure,IFC,EUR 70 m,Power,Labor concerns,Closed,"February 21, 2013","February 21, 2013",,,,Completed,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=198,,,
CAO,2011,Chad,Chad-Cameroon Pipeline,179,21,,A,TChad Oil Transportation Company - TOTCO,11125,,"Oil, Gas, Mining, & Chemicals",IFC,$100 million A loan and $100 million B loan,Oil and Gas,"Compensation, loss of livelihood, land and water pollution & monitoring and assessment mechanisms",Open - Ombudsman,"October 20, 2011","October 20, 2011",,,,,Completed,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=179,,,
CAO,2005,Democratic Republic of Congo,"Anvil Mining Congo, SARL",94,21,,,RBM International (Dublin) Limited,5054,,,MIGA,$13.6 million (Guarantee),"Oil, Gas and Mining",,Closed,"July 01, 2005","July 01, 2005",,,,,,Completed,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=94,,,
